"","X","clicks_yn","AdvertiserId","UserId"
"5559488",5559488,2,12692946,1816996
"3329206",3329206,2,12671106,1591081
"6620914",6620914,2,12578706,853476
"6511953",6511953,2,12310026,248184
"469838",469838,2,12671106,1264985
"2491054",2491054,2,12671106,1436344
"2235560",2235560,2,12671106,173614
"3693950",3693950,2,12671106,1615068
"4246746",4246746,2,12671106,1162819
"4043348",4043348,2,12692946,1501311
"1209811",1209811,2,12310026,746225
"5511431",5511431,2,12310026,889800
"850147",850147,2,12671106,1582058
"2084800",2084800,2,12671106,181318
"4358201",4358201,2,12671106,1122681
"7601311",7601311,2,12671106,64379
"6308740",6308740,2,12692946,1619067
"5334259",5334259,2,12671106,684002
"6231209",6231209,2,12578706,1871556
"3449801",3449801,2,12671106,1697278
"5552826",5552826,2,12692946,1521099
"1690692",1690692,2,12671106,848141
"2554484",2554484,2,12692946,658360
"5739592",5739592,2,12671106,823460
"3095086",3095086,2,12671106,1811744
"1848668",1848668,2,12692946,162849
"5895497",5895497,2,12489066,897365
"3278530",3278530,2,12692946,58731
"3859762",3859762,2,12578706,1430688
"6135630",6135630,2,12578706,490550
"40032",40032,2,12671106,486434
"1948266",1948266,2,12671106,646019
"6302321",6302321,2,12671106,1687786
"6290541",6290541,2,12692946,1578735
"5185850",5185850,2,12671106,321402
"2318550",2318550,2,12578706,1196967
"5014358",5014358,2,12489066,567883
"5617044",5617044,2,12310026,364901
"3685400",3685400,2,12671106,1666892
"1062670",1062670,2,12489066,710039
"6761204",6761204,2,12578706,976591
"2572120",2572120,2,12692946,466509
"2975216",2975216,2,12671106,415291
"102706",102706,2,12671106,1660233
"5790158",5790158,2,12310026,1755609
"2158432",2158432,2,12671106,1265832
"3480644",3480644,2,12671106,660793
"1550774",1550774,2,12671106,33334
"824467",824467,2,12671106,879498
"853330",853330,2,12671106,994216
"5440241",5440241,2,12578706,1794175
"7312303",7312303,2,12692946,788731
"2104880",2104880,2,12671106,538789
"256369",256369,2,12671106,156553
"3414848",3414848,2,12671106,393120
"4353369",4353369,2,12671106,435797
"3886283",3886283,2,12692946,1187322
"799742",799742,2,12671106,1135117
"4762033",4762033,2,12671106,1435166
"3687390",3687390,2,12671106,1324676
"741971",741971,2,12578706,883326
"1160667",1160667,2,12671106,201447
"2214766",2214766,2,12671106,554126
"294218",294218,2,12671106,564869
"1041119",1041119,2,12692946,188208
"2158111",2158111,2,12671106,680918
"3030408",3030408,2,12671106,614394
"1750905",1750905,2,12692946,141010
"6771141",6771141,2,12671106,1395048
"2240255",2240255,2,12671106,855462
"3070103",3070103,2,12671106,368740
"4401439",4401439,2,12692946,1733757
"208238",208238,2,12671106,766581
"3539212",3539212,2,12671106,1766454
"6320341",6320341,2,12310026,859073
"5945283",5945283,2,12578706,1013467
"6927951",6927951,2,12310026,1626700
"3452369",3452369,2,12671106,1513507
"3074244",3074244,2,12671106,829299
"1630358",1630358,2,12692946,1681360
"3220870",3220870,2,12671106,1653856
"4056352",4056352,2,12489066,1795156
"3627160",3627160,2,12671106,545293
"6171192",6171192,2,12578706,1273730
"5321075",5321075,2,12671106,312835
"3979578",3979578,2,12671106,1342424
"1589870",1589870,2,12692946,279364
"5807105",5807105,2,12671106,1056759
"4934807",4934807,2,12692946,304046
"3328520",3328520,2,12578706,954529
"1511048",1511048,2,12310026,197596
"1621719",1621719,2,12671106,674612
"6961787",6961787,2,12671106,1584422
"4555840",4555840,2,12310026,1761831
"4485102",4485102,2,12692946,958541
"6952555",6952555,2,12671106,106270
"5980631",5980631,2,12692946,1740025
"5479718",5479718,2,12692946,3802
"5035490",5035490,2,12310026,1678827
"1112259",1112259,2,12671106,663016
"4879666",4879666,2,12692946,587616
"637922",637922,2,12310026,49528
"2512515",2512515,2,12671106,1394952
"2653847",2653847,2,12671106,1026265
"337664",337664,2,12671106,481150
"4545694",4545694,2,12671106,715149
"6193570",6193570,2,12671106,169424
"1996942",1996942,2,12671106,1044322
"2962766",2962766,2,12671106,1831303
"189838",189838,2,12578706,512485
"6674602",6674602,2,12671106,87247
"6798487",6798487,2,12692946,278344
"7698997",7698997,2,12578706,1507714
"6651338",6651338,2,12489066,1350991
"5345823",5345823,2,12671106,1147292
"565577",565577,2,12310026,704596
"2356191",2356191,2,12671106,796619
"6466695",6466695,2,12310026,1047098
"2633492",2633492,2,12578706,351093
"1673308",1673308,2,12489066,595843
"3454629",3454629,2,12671106,1517041
"4992596",4992596,2,12692946,1426087
"7384766",7384766,2,12692946,1242300
"3591343",3591343,2,12671106,857093
"2423621",2423621,2,12671106,385671
"6563255",6563255,2,12692946,1743302
"350225",350225,2,12671106,86736
"2210739",2210739,2,12692946,1236979
"7023214",7023214,2,12692946,6478
"3868812",3868812,2,12310026,1155776
"2810341",2810341,2,12578706,434062
"7795735",7795735,2,12671106,1167
"7693691",7693691,2,12310026,1622166
"4956998",4956998,2,12578706,328571
"2347852",2347852,2,12671106,996723
"4274700",4274700,2,12310026,387661
"1854660",1854660,2,12310026,778287
"2806311",2806311,2,12578706,1087287
"5777850",5777850,2,12578706,320809
"537446",537446,2,12671106,596948
"7187127",7187127,2,12671106,1624916
"6685327",6685327,2,12578706,683026
"3492019",3492019,2,12671106,590329
"4131622",4131622,2,12310026,698898
"6578873",6578873,2,12692946,1148896
"6758234",6758234,2,12310026,1855248
"1033710",1033710,2,12578706,1646728
"7357455",7357455,2,12578706,91366
"1889214",1889214,2,12310026,1345853
"7318449",7318449,2,12489066,1720838
"2116338",2116338,2,12671106,543274
"2560063",2560063,2,12671106,1093294
"7681410",7681410,2,12692946,1539074
"2717560",2717560,2,12489066,1156061
"5297525",5297525,2,12310026,1485133
"5910333",5910333,2,12489066,545099
"7686121",7686121,2,12578706,1764136
"1739666",1739666,2,12310026,607401
"1707981",1707981,2,12671106,1616217
"5565795",5565795,2,12671106,1706608
"3951929",3951929,2,12671106,322947
"5684901",5684901,2,12692946,247003
"2972645",2972645,2,12671106,947062
"5219341",5219341,2,12671106,107509
"7611705",7611705,2,12310026,890775
"2946222",2946222,2,12671106,399330
"1637718",1637718,2,12310026,1052799
"37200",37200,2,12692946,626068
"6868539",6868539,2,12578706,1138144
"2615755",2615755,2,12310026,690370
"6248593",6248593,2,12692946,1143637
"5588774",5588774,2,12671106,1207800
"5385797",5385797,2,12310026,1343801
"4627932",4627932,2,12692946,1544976
"6467734",6467734,2,12692946,879397
"4337853",4337853,2,12671106,1145644
"5838461",5838461,2,12310026,762187
"5690450",5690450,2,12671106,1106753
"2188060",2188060,2,12692946,181224
"1543890",1543890,2,12671106,1697983
"4383212",4383212,2,12671106,1483232
"1044603",1044603,2,12489066,931809
"6935100",6935100,2,12671106,378443
"6944228",6944228,2,12671106,1210670
"5528274",5528274,2,12692946,770190
"5947085",5947085,2,12310026,825674
"2971108",2971108,2,12671106,877304
"1890145",1890145,2,12310026,1372050
"2026413",2026413,2,12671106,217169
"7661266",7661266,2,12692946,1331498
"7634161",7634161,2,12671106,815405
"4897661",4897661,2,12692946,1121914
"6937710",6937710,2,12671106,700514
"2582914",2582914,2,12310026,836315
"1128527",1128527,2,12310026,659672
"5386880",5386880,2,12692946,70651
"7345471",7345471,2,12578706,937893
"680654",680654,2,12671106,1742889
"2137418",2137418,2,12671106,1004955
"1210702",1210702,2,12692946,1181930
"7029919",7029919,2,12310026,881237
"5151123",5151123,2,12671106,1026079
"3138494",3138494,2,12671106,1765186
"5541269",5541269,2,12310026,231484
"332988",332988,2,12671106,1168928
"6559929",6559929,2,12692946,396494
"2141337",2141337,2,12671106,255386
"1653789",1653789,2,12671106,1736340
"637643",637643,2,12310026,937584
"4454284",4454284,2,12692946,283870
"230495",230495,2,12671106,312087
"5816315",5816315,2,12671106,1632755
"2643403",2643403,2,12692946,336986
"1505927",1505927,2,12489066,1386623
"26246",26246,2,12489066,1409319
"5339611",5339611,2,12671106,578091
"5546085",5546085,2,12692946,1044284
"6857663",6857663,2,12671106,574873
"4948746",4948746,2,12692946,1852292
"3474593",3474593,2,12671106,1077798
"1930670",1930670,2,12671106,1034635
"5987996",5987996,2,12489066,1787362
"2663754",2663754,2,12692946,1349090
"3493627",3493627,2,12671106,190563
"6032549",6032549,2,12692946,1590136
"179521",179521,2,12692946,671660
"117407",117407,2,12671106,1827591
"3655449",3655449,2,12671106,808988
"2689530",2689530,2,12692946,1260199
"2112894",2112894,2,12671106,1200694
"1034654",1034654,2,12671106,729481
"3875870",3875870,2,12310026,688168
"2167535",2167535,2,12671106,1575188
"3167920",3167920,2,12671106,1413853
"7198090",7198090,2,12310026,1812814
"4690972",4690972,2,12489066,1785337
"4569129",4569129,2,12578706,1378185
"1276903",1276903,2,12671106,204298
"6614469",6614469,2,12692946,1388258
"7552534",7552534,2,12671106,1541889
"7286312",7286312,2,12692946,1609572
"1248437",1248437,2,12489066,34911
"3627700",3627700,2,12671106,105446
"5354728",5354728,2,12578706,101325
"1583098",1583098,2,12671106,1762921
"5800361",5800361,2,12692946,1742805
"7727225",7727225,2,12692946,29331
"6095091",6095091,2,12671106,43116
"5298143",5298143,2,12489066,1830224
"3937079",3937079,2,12310026,53992
"7127912",7127912,2,12310026,174477
"3233719",3233719,2,12671106,793233
"3231120",3231120,2,12671106,1467363
"5222150",5222150,2,12671106,1859819
"3770613",3770613,2,12671106,1161242
"111575",111575,2,12489066,1303857
"2903137",2903137,2,12671106,1770571
"5120865",5120865,2,12692946,1768522
"828892",828892,2,12671106,900847
"5754793",5754793,2,12578706,1348439
"467037",467037,2,12671106,1468717
"1097200",1097200,2,12692946,719048
"2650420",2650420,2,12578706,1825272
"6320173",6320173,2,12310026,1503242
"1371663",1371663,2,12310026,124029
"1130274",1130274,2,12692946,940769
"4829397",4829397,2,12578706,1668295
"5414266",5414266,2,12671106,418440
"7754781",7754781,2,12310026,741930
"4444501",4444501,2,12489066,1640596
"5412170",5412170,2,12671106,628120
"5682230",5682230,2,12671106,1206159
"5296696",5296696,2,12310026,645451
"5751745",5751745,2,12578706,1524114
"2631030",2631030,2,12578706,845611
"6350651",6350651,2,12489066,2399
"7394101",7394101,2,12671106,1384835
"3184375",3184375,2,12578706,1224748
"487122",487122,2,12671106,1487613
"6947468",6947468,2,12671106,1434928
"1505002",1505002,2,12310026,206607
"816307",816307,2,12578706,1641730
"2935083",2935083,2,12671106,1594490
"276989",276989,2,12671106,1320566
"4584431",4584431,2,12692946,946568
"4899774",4899774,2,12578706,369423
"4624881",4624881,2,12671106,1228201
"3058027",3058027,2,12671106,1022294
"748614",748614,2,12489066,19753
"2099467",2099467,2,12671106,110698
"4991732",4991732,2,12692946,756105
"3375625",3375625,2,12671106,1334518
"7058246",7058246,2,12692946,215194
"5057354",5057354,2,12489066,1076409
"6940910",6940910,2,12671106,1598435
"6511749",6511749,2,12692946,1460959
"7717092",7717092,2,12578706,983560
"1511388",1511388,2,12671106,610461
"3487277",3487277,2,12671106,413194
"3494440",3494440,2,12671106,443129
"4330496",4330496,2,12692946,1820898
"7422376",7422376,2,12692946,1529824
"1779820",1779820,2,12489066,1171900
"7475562",7475562,2,12671106,101809
"1336619",1336619,2,12671106,1336346
"5342819",5342819,2,12671106,340556
"7021196",7021196,2,12671106,1292650
"937996",937996,2,12310026,379188
"409432",409432,2,12671106,95803
"5084859",5084859,2,12692946,942599
"2871267",2871267,2,12692946,1029718
"7704154",7704154,2,12310026,269716
"2559265",2559265,2,12578706,591026
"5899127",5899127,2,12310026,851413
"3019407",3019407,2,12671106,1656915
"485586",485586,2,12671106,1478820
"350360",350360,2,12578706,984414
"7227246",7227246,2,12692946,1371280
"7512737",7512737,2,12310026,898220
"2048651",2048651,2,12671106,1285871
"7210640",7210640,2,12489066,435688
"6777279",6777279,2,12489066,1592313
"1066620",1066620,2,12578706,709951
"3234657",3234657,2,12671106,182392
"6257809",6257809,2,12310026,1761042
"7625380",7625380,2,12578706,355920
"2771278",2771278,2,12671106,1864194
"4348480",4348480,2,12671106,65374
"2125551",2125551,2,12671106,619588
"3908132",3908132,2,12671106,1805100
"4304347",4304347,2,12310026,445631
"3626502",3626502,2,12671106,284094
"539897",539897,2,12671106,1542404
"5891951",5891951,2,12671106,998662
"1872505",1872505,2,12578706,173711
"5473337",5473337,2,12310026,322684
"1194742",1194742,2,12671106,660051
"6665981",6665981,2,12671106,1127738
"4138186",4138186,2,12692946,1783277
"5091052",5091052,2,12310026,893556
"5411091",5411091,2,12671106,795466
"4725429",4725429,2,12578706,1331796
"6308025",6308025,2,12692946,583774
"6572704",6572704,2,12578706,364350
"2013906",2013906,2,12692946,158865
"6161224",6161224,2,12671106,1765981
"6966970",6966970,2,12671106,1598435
"1897338",1897338,2,12671106,707546
"2999833",2999833,2,12310026,298728
"5442258",5442258,2,12692946,145982
"4279870",4279870,2,12310026,1313314
"3793689",3793689,2,12489066,1288429
"6381954",6381954,2,12692946,1299161
"1036349",1036349,2,12671106,840092
"4933435",4933435,2,12671106,12859
"4509654",4509654,2,12671106,1242774
"7461684",7461684,2,12671106,1195013
"1278398",1278398,2,12692946,1055119
"6185771",6185771,2,12578706,366415
"2246248",2246248,2,12671106,1706881
"5421826",5421826,2,12578706,549386
"155266",155266,2,12692946,1669519
"3919642",3919642,2,12671106,735510
"84057",84057,2,12310026,393955
"2535607",2535607,2,12489066,1600363
"683666",683666,2,12671106,179602
"3193582",3193582,2,12671106,699594
"5896499",5896499,2,12489066,1169907
"196528",196528,2,12671106,1564861
"1845675",1845675,2,12692946,626567
"3624104",3624104,2,12671106,288174
"2202836",2202836,2,12671106,1343832
"4080997",4080997,2,12489066,1290650
"2316822",2316822,2,12310026,595516
"4926207",4926207,2,12692946,774185
"26234",26234,2,12692946,1341665
"6755316",6755316,2,12310026,1391244
"1776480",1776480,2,12671106,1002444
"7704386",7704386,2,12489066,175800
"5144289",5144289,2,12671106,1018350
"2004201",2004201,2,12671106,310623
"2510384",2510384,2,12671106,1418321
"5984444",5984444,2,12310026,93737
"5037868",5037868,2,12671106,429795
"4257181",4257181,2,12671106,933470
"4570128",4570128,2,12671106,104041
"756879",756879,2,12310026,920937
"914593",914593,2,12692946,201693
"5115670",5115670,2,12310026,945096
"1576126",1576126,2,12692946,1709904
"5024648",5024648,2,12489066,332804
"1288177",1288177,2,12310026,1703031
"7373653",7373653,2,12310026,1649034
"159621",159621,2,12578706,1380162
"13403",13403,2,12692946,895316
"7221226",7221226,2,12692946,1546892
"6299556",6299556,2,12692946,963391
"7369616",7369616,2,12671106,1084082
"5941751",5941751,2,12671106,1752261
"5293200",5293200,2,12310026,529070
"765272",765272,2,12671106,1005054
"7221877",7221877,2,12310026,945691
"1239908",1239908,2,12692946,337849
"650023",650023,2,12578706,830003
"1081513",1081513,2,12578706,694434
"1431831",1431831,2,12671106,1120862
"3335512",3335512,2,12671106,1291450
"3280203",3280203,2,12489066,1206178
"7764437",7764437,2,12671106,1113542
"74743",74743,2,12692946,1697983
"7449275",7449275,2,12578706,954295
"6030830",6030830,2,12671106,308760
"80166",80166,2,12692946,813919
"2902520",2902520,2,12671106,715062
"4367376",4367376,2,12489066,640765
"4090471",4090471,2,12692946,1737443
"3760055",3760055,2,12671106,1347141
"4268260",4268260,2,12489066,1668027
"7122016",7122016,2,12692946,270135
"1595806",1595806,2,12310026,976429
"3367645",3367645,2,12671106,1536995
"5552426",5552426,2,12692946,1128497
"7143615",7143615,2,12671106,305061
"7044848",7044848,2,12310026,1542561
"5725903",5725903,2,12692946,1813840
"811133",811133,2,12692946,1565227
"3577443",3577443,2,12671106,744337
"6212320",6212320,2,12671106,1555558
"3873013",3873013,2,12578706,1867942
"2668980",2668980,2,12692946,659940
"3249042",3249042,2,12671106,926037
"3547445",3547445,2,12671106,1319482
"6617335",6617335,2,12489066,348071
"4697308",4697308,2,12310026,1413455
"2218946",2218946,2,12671106,1585558
"7552991",7552991,2,12671106,370530
"6965638",6965638,2,12671106,560136
"262988",262988,2,12671106,1690228
"3318791",3318791,2,12671106,902772
"6278205",6278205,2,12310026,396659
"3381412",3381412,2,12671106,26552
"591962",591962,2,12578706,1244548
"4714143",4714143,2,12671106,1387725
"564290",564290,2,12671106,1366334
"5130772",5130772,2,12671106,322454
"5476373",5476373,2,12692946,792911
"3455337",3455337,2,12671106,612682
"5996074",5996074,2,12692946,1267386
"2531857",2531857,2,12671106,731608
"3196908",3196908,2,12671106,1229375
"4412709",4412709,2,12671106,768959
"3220290",3220290,2,12671106,1322737
"7224225",7224225,2,12310026,1810717
"2827108",2827108,2,12692946,963660
"1446453",1446453,2,12489066,1802594
"7139559",7139559,2,12692946,1180953
"3629359",3629359,2,12671106,1363529
"5964083",5964083,2,12671106,905393
"176332",176332,2,12671106,550923
"5863214",5863214,2,12489066,1512094
"1393055",1393055,2,12578706,244341
"3733412",3733412,2,12310026,363471
"3052169",3052169,2,12671106,56688
"7682838",7682838,2,12489066,144406
"711262",711262,2,12692946,968688
"534581",534581,2,12692946,1429896
"4044131",4044131,2,12692946,877971
"4422413",4422413,2,12692946,934572
"1569908",1569908,2,12692946,493230
"7370075",7370075,2,12310026,1558602
"3904496",3904496,2,12671106,1663387
"4203345",4203345,2,12671106,1106886
"4634183",4634183,2,12671106,372128
"3413959",3413959,2,12671106,328084
"1295723",1295723,2,12671106,1697281
"4292974",4292974,2,12692946,750856
"1112820",1112820,2,12671106,1106275
"3094211",3094211,2,12671106,1141307
"7304286",7304286,2,12578706,283372
"2061743",2061743,2,12671106,1507044
"4567096",4567096,2,12310026,138655
"5894457",5894457,2,12310026,914150
"2126803",2126803,2,12671106,866795
"1995778",1995778,2,12671106,881849
"2938900",2938900,2,12692946,76917
"6161734",6161734,2,12671106,1565255
"6460743",6460743,2,12489066,1397989
"3426722",3426722,2,12671106,676085
"7679948",7679948,2,12310026,67310
"1402558",1402558,2,12489066,1111785
"3816866",3816866,2,12671106,1417164
"1743243",1743243,2,12692946,461460
"6433665",6433665,2,12692946,1387592
"4249673",4249673,2,12671106,1649223
"6580503",6580503,2,12489066,155472
"181685",181685,2,12310026,748244
"5483474",5483474,2,12692946,1377035
"4086171",4086171,2,12671106,1113601
"4427598",4427598,2,12310026,1766480
"3361428",3361428,2,12671106,748009
"3294281",3294281,2,12692946,1500854
"1878232",1878232,2,12310026,505687
"7263534",7263534,2,12578706,1075657
"7528130",7528130,2,12671106,1223424
"7670692",7670692,2,12310026,1323823
"6776828",6776828,2,12692946,1730810
"4919148",4919148,2,12692946,1011124
"2458556",2458556,2,12671106,578764
"1100198",1100198,2,12692946,1558516
"243881",243881,2,12671106,1556777
"5905936",5905936,2,12671106,731972
"3343988",3343988,2,12671106,1538487
"5800099",5800099,2,12310026,1732357
"2173367",2173367,2,12578706,183690
"5928492",5928492,2,12692946,904593
"4275426",4275426,2,12310026,381958
"2883366",2883366,2,12671106,570101
"6263163",6263163,2,12310026,1400001
"3344954",3344954,2,12671106,1224246
"2720312",2720312,2,12578706,143878
"4519395",4519395,2,12310026,1817377
"2458680",2458680,2,12671106,172504
"870773",870773,2,12489066,1680228
"3574535",3574535,2,12671106,1292970
"4637448",4637448,2,12310026,1702317
"5457476",5457476,2,12310026,1206817
"4168953",4168953,2,12671106,767312
"4309036",4309036,2,12310026,362838
"6641439",6641439,2,12310026,936311
"7258004",7258004,2,12310026,660992
"4693280",4693280,2,12671106,369368
"2422909",2422909,2,12671106,838986
"7754712",7754712,2,12310026,1571683
"6684271",6684271,2,12692946,780558
"64854",64854,2,12489066,1827163
"1672454",1672454,2,12310026,1327941
"5271254",5271254,2,12671106,1729339
"3041226",3041226,2,12671106,1270035
"3364683",3364683,2,12671106,1852506
"6189815",6189815,2,12671106,1233048
"2666664",2666664,2,12692946,423171
"7230205",7230205,2,12692946,976023
"4208676",4208676,2,12310026,1289129
"2679587",2679587,2,12671106,1137903
"1172234",1172234,2,12489066,1145328
"3705281",3705281,2,12671106,769844
"4548110",4548110,2,12310026,815651
"1621589",1621589,2,12671106,1476196
"7519596",7519596,2,12671106,1222184
"4718322",4718322,2,12578706,1147804
"5553782",5553782,2,12489066,1739038
"4368166",4368166,2,12310026,1425878
"631092",631092,2,12692946,901206
"2931894",2931894,2,12671106,648245
"1853780",1853780,2,12310026,670880
"4586290",4586290,2,12310026,1408010
"135679",135679,2,12671106,1218385
"3769283",3769283,2,12671106,1316190
"4839841",4839841,2,12489066,553331
"5427833",5427833,2,12489066,271228
"6456060",6456060,2,12692946,228520
"674576",674576,2,12671106,127477
"1679943",1679943,2,12310026,1295972
"7540029",7540029,2,12671106,1870732
"1881351",1881351,2,12310026,949295
"1229564",1229564,2,12692946,1751219
"3534654",3534654,2,12692946,832200
"6928189",6928189,2,12671106,1503077
"3418755",3418755,2,12671106,1212371
"207957",207957,2,12671106,620835
"572988",572988,2,12692946,806248
"2098835",2098835,2,12310026,1224305
"7454729",7454729,2,12578706,1671343
"3839617",3839617,2,12671106,215014
"2246688",2246688,2,12671106,30180
"4543622",4543622,2,12489066,87786
"3364763",3364763,2,12671106,422878
"2831410",2831410,2,12310026,721880
"1497190",1497190,2,12489066,1385582
"6806627",6806627,2,12578706,490162
"503825",503825,2,12578706,1186021
"2887074",2887074,2,12692946,1050692
"5419263",5419263,2,12671106,1754078
"2902926",2902926,2,12671106,1593589
"6609106",6609106,2,12578706,867935
"5412410",5412410,2,12671106,1762166
"2777494",2777494,2,12671106,1735398
"1534096",1534096,2,12489066,1305225
"7805010",7805010,2,12671106,1578447
"3091911",3091911,2,12671106,1305278
"3354719",3354719,2,12671106,468001
"144819",144819,2,12578706,1435688
"4508646",4508646,2,12489066,524052
"400786",400786,2,12671106,1636409
"3672408",3672408,2,12671106,218832
"882998",882998,2,12671106,23210
"6884794",6884794,2,12578706,1280333
"7806843",7806843,2,12671106,117134
"48213",48213,2,12692946,1826822
"1466453",1466453,2,12692946,1285397
"6147763",6147763,2,12310026,555230
"1493062",1493062,2,12692946,1256245
"6760274",6760274,2,12489066,795090
"4137236",4137236,2,12578706,695684
"5469314",5469314,2,12489066,1874339
"1270193",1270193,2,12671106,1268492
"6239302",6239302,2,12489066,492635
"263986",263986,2,12671106,1064702
"1258063",1258063,2,12489066,1780294
"4452186",4452186,2,12692946,1297157
"4785491",4785491,2,12489066,1645547
"4741147",4741147,2,12310026,1720151
"3433890",3433890,2,12671106,286009
"3278563",3278563,2,12310026,1872524
"3158934",3158934,2,12671106,429742
"4393250",4393250,2,12310026,500201
"152666",152666,2,12578706,1654958
"5648109",5648109,2,12310026,1274631
"2618194",2618194,2,12692946,232482
"4349875",4349875,2,12692946,342054
"381586",381586,2,12671106,902205
"173612",173612,2,12692946,1605475
"7268450",7268450,2,12578706,1442617
"7385929",7385929,2,12692946,874714
"7047088",7047088,2,12692946,1463424
"2638065",2638065,2,12671106,264710
"3426054",3426054,2,12671106,509954
"2578598",2578598,2,12692946,795792
"994418",994418,2,12671106,1099254
"7628748",7628748,2,12310026,1805594
"959871",959871,2,12692946,544178
"2065905",2065905,2,12671106,221963
"3179640",3179640,2,12671106,893262
"1576086",1576086,2,12692946,1331305
"6078843",6078843,2,12671106,145156
"2697042",2697042,2,12692946,1190315
"4184136",4184136,2,12489066,390167
"6694985",6694985,2,12671106,1680857
"5762213",5762213,2,12578706,697680
"6434687",6434687,2,12692946,1313997
"3011930",3011930,2,12671106,755912
"7364000",7364000,2,12578706,836895
"1351354",1351354,2,12489066,666596
"1382254",1382254,2,12692946,262619
"711188",711188,2,12310026,1827718
"2859532",2859532,2,12671106,601822
"5411849",5411849,2,12671106,101651
"5856560",5856560,2,12692946,833453
"7646066",7646066,2,12692946,1704092
"912510",912510,2,12692946,605871
"3560125",3560125,2,12671106,1090514
"3674141",3674141,2,12671106,986402
"5673225",5673225,2,12489066,1827396
"3347983",3347983,2,12671106,1073682
"3659012",3659012,2,12671106,461998
"6426672",6426672,2,12692946,175142
"3585820",3585820,2,12578706,1768188
"1705878",1705878,2,12671106,1437115
"5066208",5066208,2,12578706,900053
"2079435",2079435,2,12671106,1185395
"1488816",1488816,2,12692946,89917
"2460415",2460415,2,12671106,1559783
"2195363",2195363,2,12671106,1530113
"7776692",7776692,2,12310026,558433
"2384804",2384804,2,12671106,1763411
"3271294",3271294,2,12671106,1446206
"4396881",4396881,2,12671106,1271652
"269537",269537,2,12671106,1715853
"830595",830595,2,12578706,117919
"6541886",6541886,2,12489066,1376292
"1474122",1474122,2,12310026,950562
"4901043",4901043,2,12671106,1784220
"4541230",4541230,2,12692946,361858
"6611103",6611103,2,12310026,234963
"7554955",7554955,2,12671106,606664
"4782194",4782194,2,12671106,659936
"2090102",2090102,2,12671106,286493
"2970452",2970452,2,12671106,281175
"7295431",7295431,2,12692946,1636578
"2509705",2509705,2,12671106,856599
"7485516",7485516,2,12671106,715530
"983685",983685,2,12310026,1735965
"1224885",1224885,2,12310026,1394283
"5343829",5343829,2,12671106,934903
"5201032",5201032,2,12671106,1114621
"3038747",3038747,2,12671106,1512031
"6182401",6182401,2,12671106,1435386
"5230101",5230101,2,12671106,1141929
"7651957",7651957,2,12489066,1770895
"580481",580481,2,12692946,839536
"1379225",1379225,2,12692946,1783781
"6254810",6254810,2,12692946,1331154
"5724355",5724355,2,12671106,42754
"4384876",4384876,2,12310026,1047000
"102263",102263,2,12692946,1578824
"964208",964208,2,12671106,1110848
"6780426",6780426,2,12692946,581026
"385044",385044,2,12671106,162858
"5203097",5203097,2,12671106,1314280
"5240302",5240302,2,12671106,313875
"3490204",3490204,2,12671106,353985
"1418924",1418924,2,12310026,1043347
"4847071",4847071,2,12671106,1493806
"2395276",2395276,2,12671106,228169
"6136825",6136825,2,12489066,787840
"4434708",4434708,2,12489066,385063
"2754517",2754517,2,12692946,832168
"4990962",4990962,2,12310026,1451239
"1544129",1544129,2,12671106,1533009
"4835472",4835472,2,12310026,291602
"7620850",7620850,2,12310026,440818
"4408704",4408704,2,12692946,131780
"3237698",3237698,2,12671106,1460724
"6025828",6025828,2,12671106,896661
"1514435",1514435,2,12692946,1031909
"5933657",5933657,2,12671106,1220400
"6379128",6379128,2,12692946,29439
"1609393",1609393,2,12671106,29112
"1875585",1875585,2,12489066,253290
"4470914",4470914,2,12692946,704989
"5320886",5320886,2,12671106,1091429
"1090157",1090157,2,12489066,472909
"5028631",5028631,2,12692946,1060914
"5487685",5487685,2,12671106,472380
"1922745",1922745,2,12671106,1321797
"1216491",1216491,2,12489066,1228321
"665123",665123,2,12671106,858940
"1470541",1470541,2,12578706,1093321
"6465432",6465432,2,12310026,1761003
"6293410",6293410,2,12310026,1397853
"5022926",5022926,2,12310026,1044358
"2394836",2394836,2,12671106,950379
"2565057",2565057,2,12692946,134888
"6898254",6898254,2,12671106,506502
"497430",497430,2,12489066,110061
"360731",360731,2,12671106,1366270
"1024531",1024531,2,12692946,791334
"835074",835074,2,12671106,138248
"7785849",7785849,2,12692946,975448
"961532",961532,2,12310026,674054
"6232285",6232285,2,12692946,1842865
"315391",315391,2,12671106,1035192
"2547207",2547207,2,12692946,1209536
"5401702",5401702,2,12489066,1431869
"2722353",2722353,2,12578706,1302731
"3823398",3823398,2,12671106,772002
"2544354",2544354,2,12310026,1861436
"3420589",3420589,2,12671106,1415579
"7452951",7452951,2,12692946,386841
"6758839",6758839,2,12489066,1129302
"6001020",6001020,2,12671106,1039005
"3208940",3208940,2,12671106,579419
"4346008",4346008,2,12310026,921073
"7378888",7378888,2,12692946,1345789
"7792864",7792864,2,12692946,1489834
"7787124",7787124,2,12310026,1485133
"2868236",2868236,2,12310026,935732
"2715707",2715707,2,12578706,1028301
"3876577",3876577,2,12671106,1430185
"3263709",3263709,2,12671106,325383
"6118655",6118655,2,12578706,499098
"4173418",4173418,2,12489066,736699
"5196636",5196636,2,12671106,1585585
"3971979",3971979,2,12671106,1226876
"2769093",2769093,2,12578706,709576
